Execution number, image name, Provider name, Response Time (in seconds), Hausdorff Distance (in pixels), Precision (in per cents)
1º, Adolfo_Rodriguez_Saa_0002.jpg, SkyBiometry, 1.241514, error - archivo incorrecto para Hausdorff, 1.0
1º, Adoor_Gopalakarishnan_0001.jpg, SkyBiometry, 1.241514, error - archivo incorrecto para Hausdorff, 1.0
1º, Adriana_Lima_0001.jpg, SkyBiometry, 1.3757317, error - archivo incorrecto para Hausdorff, 1.0
1º, Adriana_Perez_Navarro_0001.jpg, SkyBiometry, 1.1408507, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrianna_Zuzic_0001.jpg, SkyBiometry, 1.4428406, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrian_Annus_0001.jpg, SkyBiometry, 1.2750684, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrian_Fernandez_0001.jpg, SkyBiometry, 1.241514, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrian_McPherson_0001.jpg, SkyBiometry, 1.2750684, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrian_McPherson_0002.jpg, SkyBiometry, 1.4092861, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrian_Murrell_0001.jpg, SkyBiometry, 1.1744051, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrian_Nastase_0001.jpg, SkyBiometry, 1.3086228, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrian_Nastase_0002.jpg, SkyBiometry, 0.97307855, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrien_Brody_0001.jpg, SkyBiometry, 1.1744051, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrien_Brody_0002.jpg, SkyBiometry, 1.5770583, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrien_Brody_0003.jpg, SkyBiometry, 1.476395, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrien_Brody_0004.jpg, SkyBiometry, 1.1744051, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrien_Brody_0005.jpg, SkyBiometry, 1.1072962, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrien_Brody_0006.jpg, SkyBiometry, 1.2079595, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrien_Brody_0007.jpg, SkyBiometry, 1.2079595, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrien_Brody_0008.jpg, SkyBiometry, 1.2750684, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrien_Brody_0009.jpg, SkyBiometry, 1.0066329, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrien_Brody_0010.jpg, SkyBiometry, 1.0066329, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrien_Brody_0011.jpg, SkyBiometry, 1.2750684, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrien_Brody_0012.jpg, SkyBiometry, 1.2079595, error - archivo incorrecto para Hausdorff, 1.0
1º, Afton_Smith_0001.jpg, SkyBiometry, 1.2750684, error - archivo incorrecto para Hausdorff, 1.0
1º, Agbani_Darego_0001.jpg, SkyBiometry, 1.2079595, error - archivo incorrecto para Hausdorff, 1.0
1º, Agnelo_Queiroz_0001.jpg, SkyBiometry, 0.97307855, error - archivo incorrecto para Hausdorff, 1.0
1º, Agnes_Bruckner_0001.jpg, SkyBiometry, 1.2079595, error - archivo incorrecto para Hausdorff, 1.0
1º, Ahmad_Jbarah_0001.jpg, SkyBiometry, 1.2750684, error - archivo incorrecto para Hausdorff, 1.0
1º, Ahmad_Masood_0001.jpg, SkyBiometry, 1.241514, error - archivo incorrecto para Hausdorff, 1.0
1º, Ahmad_Masood_0002.jpg, SkyBiometry, 1.1072962, error - archivo incorrecto para Hausdorff, 1.0
1º, Ahmed_Ahmed_0001.jpg, SkyBiometry, 1.8119394, error - archivo incorrecto para Hausdorff, 1.0
1º, Ahmed_Chalabi_0001.jpg, SkyBiometry, 2.248147, error - archivo incorrecto para Hausdorff, 1.0
1º, Ahmed_Chalabi_0002.jpg, SkyBiometry, 1.3421773, error - archivo incorrecto para Hausdorff, 1.0
1º, Ahmed_Chalabi_0003.jpg, SkyBiometry, 1.3421773, error - archivo incorrecto para Hausdorff, 1.0
1º, Abdel_Nasser_Assidi_0001.jpg, OpenCV, 0.87241524, error - archivo incorrecto para Hausdorff, 1.0
1º, Abdel_Nasser_Assidi_0002.jpg, OpenCV, 0.06710886, error - no se encontraron caras en la imagen, error - no se encontraron caras en la imagen
1º, Abdoulaye_Wade_0001.jpg, OpenCV, 0.43620762, error - archivo incorrecto para Hausdorff, 1.0
1º, Abdoulaye_Wade_0002.jpg, OpenCV, 0.36909875, error - archivo incorrecto para Hausdorff, 1.0
1º, Abdoulaye_Wade_0003.jpg, OpenCV, 0.23488103, error - no se encontraron ojos en la imagen, 1.0
1º, Abdoulaye_Wade_0004.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Abdulaziz_Kamilov_0001.jpg, OpenCV, 0.50331646, error - archivo incorrecto para Hausdorff, 1.0
1º, Abdullah_0001.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Abdullah_0002.jpg, OpenCV, 0.2013266, error - archivo incorrecto para Hausdorff, 1.0
1º, Abdullah_0003.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Abdullah_0004.jpg, OpenCV, 0.2013266, error - archivo incorrecto para Hausdorff, 1.0
1º, Abdullah_Ahmad_Badawi_0001.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Abdullah_al-Attiyah_0001.jpg, OpenCV, 0.06710886, error - no se encontraron caras en la imagen, error - no se encontraron caras en la imagen
1º, Abdullah_al-Attiyah_0002.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Abdullah_al-Attiyah_0003.jpg, OpenCV, 0.4026532, error - archivo incorrecto para Hausdorff, 1.0
1º, Abdullah_Gul_0001.jpg, OpenCV, 0.26843545, error - archivo incorrecto para Hausdorff, 1.0
1º, Abdullah_Gul_0002.jpg, OpenCV, 0.26843545, error - archivo incorrecto para Hausdorff, 1.0
1º, Abdullah_Gul_0003.jpg, OpenCV, 0.2013266, error - archivo incorrecto para Hausdorff, 1.0
1º, Abdullah_Gul_0004.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Abdullah_Gul_0005.jpg, OpenCV, 0.30198988, error - archivo incorrecto para Hausdorff, 1.0
1º, Abdullah_Gul_0006.jpg, OpenCV, 0.50331646, error - archivo incorrecto para Hausdorff, 1.0
1º, Abdullah_Gul_0013.jpg, OpenCV, 0.26843545, error - archivo incorrecto para Hausdorff, 1.0
1º, Abdullah_Gul_0014.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Abdullah_Gul_0015.jpg, OpenCV, 0.26843545, error - archivo incorrecto para Hausdorff, 1.0
1º, Abdullah_Gul_0016.jpg, OpenCV, 0.2013266, error - archivo incorrecto para Hausdorff, 1.0
1º, Abdullah_Gul_0017.jpg, OpenCV, 0.26843545, error - no se encontraron ojos en la imagen, 1.0
1º, Abdullah_Gul_0018.jpg, OpenCV, 0.2013266, error - no se encontraron ojos en la imagen, 1.0
1º, Abdullah_Gul_0019.jpg, OpenCV, 0.26843545, error - archivo incorrecto para Hausdorff, 1.0
1º, Abdullah_Nasseef_0001.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Abdullatif_Sener_0001.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Abdullatif_Sener_0002.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Abdul_Majeed_Shobokshi_0001.jpg, OpenCV, 0.2013266, error - archivo incorrecto para Hausdorff, 1.0
1º, Abdul_Rahman_0001.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Abel_Aguilar_0001.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Abel_Pacheco_0001.jpg, OpenCV, 0.4026532, error - archivo incorrecto para Hausdorff, 1.0
1º, Abel_Pacheco_0002.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Abel_Pacheco_0003.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Abel_Pacheco_0004.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Abid_Hamid_Mahmud_Al-Tikriti_0001.jpg, OpenCV, 0.30198988, error - archivo incorrecto para Hausdorff, 1.0
1º, Abid_Hamid_Mahmud_Al-Tikriti_0002.jpg, OpenCV, 0.33554432, error - archivo incorrecto para Hausdorff, 1.0
1º, Abid_Hamid_Mahmud_Al-Tikriti_0003.jpg, OpenCV, 0.36909875, error - archivo incorrecto para Hausdorff, 1.0
1º, Abner_Martinez_0001.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Abraham_Foxman_0001.jpg, OpenCV, 0.60397977, error - archivo incorrecto para Hausdorff, 1.0
1º, Aby_Har-Even_0001.jpg, OpenCV, 0.23488103, error - no se encontraron ojos en la imagen, 1.0
1º, Adam_Ant_0001.jpg, OpenCV, 0.30198988, error - archivo incorrecto para Hausdorff, 1.0
1º, Adam_Freier_0001.jpg, OpenCV, 0.06710886, error - no se encontraron caras en la imagen, error - no se encontraron caras en la imagen
1º, Adam_Herbert_0001.jpg, OpenCV, 0.23488103, error - no se encontraron ojos en la imagen, 1.0
1º, Adam_Kennedy_0001.jpg, OpenCV, 0.26843545, error - archivo incorrecto para Hausdorff, 1.0
1º, Adam_Mair_0001.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Adam_Rich_0001.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Adam_Sandler_0001.jpg, OpenCV, 0.2013266, error - archivo incorrecto para Hausdorff, 1.0
1º, Adam_Sandler_0002.jpg, OpenCV, 0.43620762, error - archivo incorrecto para Hausdorff, 1.0
1º, Adam_Sandler_0003.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Adam_Sandler_0004.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Adam_Scott_0001.jpg, OpenCV, 0.06710886, error - no se encontraron caras en la imagen, error - no se encontraron caras en la imagen
1º, Adam_Scott_0002.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Adelina_Avila_0001.jpg, OpenCV, 0.2013266, error - no se encontraron ojos en la imagen, 1.0
1º, Adel_Al-Jubeir_0001.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Adel_Al-Jubeir_0002.jpg, OpenCV, 0.26843545, error - archivo incorrecto para Hausdorff, 1.0
1º, Adel_Al-Jubeir_0003.jpg, OpenCV, 0.2013266, error - archivo incorrecto para Hausdorff, 1.0
1º, Adisai_Bodharamik_0001.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Adolfo_Aguilar_Zinser_0001.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Adolfo_Aguilar_Zinser_0002.jpg, OpenCV, 0.36909875, error - archivo incorrecto para Hausdorff, 1.0
1º, Adolfo_Aguilar_Zinser_0003.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Adolfo_Rodriguez_Saa_0001.jpg, OpenCV, 0.26843545, error - archivo incorrecto para Hausdorff, 1.0
1º, Adolfo_Rodriguez_Saa_0002.jpg, OpenCV, 0.33554432, error - archivo incorrecto para Hausdorff, 1.0
1º, Adoor_Gopalakarishnan_0001.jpg, OpenCV, 0.2013266, error - archivo incorrecto para Hausdorff, 1.0
1º, Adriana_Lima_0001.jpg, OpenCV, 0.2013266, error - archivo incorrecto para Hausdorff, 1.0
1º, Adriana_Perez_Navarro_0001.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrianna_Zuzic_0001.jpg, OpenCV, 0.23488103, error - no se encontraron ojos en la imagen, 1.0
1º, Adrian_Annus_0001.jpg, OpenCV, 0.2013266, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrian_Fernandez_0001.jpg, OpenCV, 0.33554432, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrian_McPherson_0001.jpg, OpenCV, 0.1006633, error - no se encontraron caras en la imagen, error - no se encontraron caras en la imagen
1º, Adrian_McPherson_0002.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrian_Murrell_0001.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrian_Nastase_0001.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrian_Nastase_0002.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrien_Brody_0001.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrien_Brody_0002.jpg, OpenCV, 0.50331646, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrien_Brody_0003.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrien_Brody_0004.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrien_Brody_0005.jpg, OpenCV, 0.4026532, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrien_Brody_0006.jpg, OpenCV, 0.2013266, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrien_Brody_0007.jpg, OpenCV, 0.26843545, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrien_Brody_0008.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrien_Brody_0009.jpg, OpenCV, 0.36909875, error - no se encontraron ojos en la imagen, 1.0
1º, Adrien_Brody_0010.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrien_Brody_0011.jpg, OpenCV, 0.26843545, error - archivo incorrecto para Hausdorff, 1.0
1º, Adrien_Brody_0012.jpg, OpenCV, 0.2013266, error - archivo incorrecto para Hausdorff, 1.0
1º, Afton_Smith_0001.jpg, OpenCV, 0.26843545, error - archivo incorrecto para Hausdorff, 1.0
1º, Agbani_Darego_0001.jpg, OpenCV, 0.2013266, error - archivo incorrecto para Hausdorff, 1.0
1º, Agnelo_Queiroz_0001.jpg, OpenCV, 0.2013266, error - archivo incorrecto para Hausdorff, 1.0
1º, Agnes_Bruckner_0001.jpg, OpenCV, 0.33554432, error - archivo incorrecto para Hausdorff, 1.0
1º, Ahmad_Jbarah_0001.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Ahmad_Masood_0001.jpg, OpenCV, 0.2013266, error - no se encontraron ojos en la imagen, 1.0
1º, Ahmad_Masood_0002.jpg, OpenCV, 0.33554432, error - archivo incorrecto para Hausdorff, 1.0
1º, Ahmed_Ahmed_0001.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Ahmed_Chalabi_0001.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Ahmed_Chalabi_0002.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Ahmed_Chalabi_0003.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, Ahmed_Chalabi_0004.jpg, OpenCV, 0.23488103, error - archivo incorrecto para Hausdorff, 1.0
1º, BioID_0011.jpg, OpenCV, 0.43620762, 5.3851647, error - archivo incorrecto para Precision
1º, BioID_0012.jpg, OpenCV, 0.57042533, 4.472136, error - archivo incorrecto para Precision
1º, BioID_0013.jpg, OpenCV, 0.46976206, 6.708204, error - archivo incorrecto para Precision
1º, BioID_0014.jpg, OpenCV, 0.36909875, 79.0, error - archivo incorrecto para Precision
1º, BioID_0015.jpg, OpenCV, 0.4026532, 54.644306, error - archivo incorrecto para Precision
1º, BioID_0016.jpg, OpenCV, 0.33554432, 3.0, error - archivo incorrecto para Precision
1º, BioID_0017.jpg, OpenCV, 0.33554432, 4.1231055, error - archivo incorrecto para Precision
1º, BioID_0018.jpg, OpenCV, 0.36909875, 7.0, error - archivo incorrecto para Precision
1º, BioID_0019.jpg, OpenCV, 0.43620762, 4.1231055, error - archivo incorrecto para Precision
1º, BioID_0020.jpg, OpenCV, 0.4026532, 3.0, error - archivo incorrecto para Precision
1º, BioID_0021.jpg, OpenCV, 0.33554432, 4.1231055, error - archivo incorrecto para Precision
1º, BioID_0022.jpg, OpenCV, 0.43620762, 3.1622777, error - archivo incorrecto para Precision
1º, BioID_0023.jpg, OpenCV, 0.43620762, 4.0, error - archivo incorrecto para Precision
1º, BioID_0024.jpg, OpenCV, 0.4026532, 3.6055512, error - archivo incorrecto para Precision
1º, BioID_0025.jpg, OpenCV, 0.33554432, 5.0, error - archivo incorrecto para Precision
1º, BioID_0026.jpg, OpenCV, 0.30198988, 4.0, error - archivo incorrecto para Precision
1º, BioID_0027.jpg, OpenCV, 0.36909875, 5.0990195, error - archivo incorrecto para Precision
1º, BioID_0028.jpg, OpenCV, 0.33554432, 2.0, error - archivo incorrecto para Precision
1º, BioID_0029.jpg, OpenCV, 0.6375342, 5.0990195, error - archivo incorrecto para Precision
1º, BioID_0030.jpg, OpenCV, 0.36909875, 5.0990195, error - archivo incorrecto para Precision
1º, BioID_0031.jpg, OpenCV, 0.33554432, 4.1231055, error - archivo incorrecto para Precision
1º, BioID_0032.jpg, OpenCV, 0.50331646, 4.1231055, error - archivo incorrecto para Precision
1º, BioID_0033.jpg, OpenCV, 0.5368709, 3.6055512, error - archivo incorrecto para Precision
1º, BioID_0034.jpg, OpenCV, 0.4026532, 3.1622777, error - archivo incorrecto para Precision
1º, BioID_0035.jpg, OpenCV, 0.33554432, 4.1231055, error - archivo incorrecto para Precision
1º, BioID_0036.jpg, OpenCV, 0.30198988, 2.236068, error - archivo incorrecto para Precision
1º, BioID_0037.jpg, OpenCV, 0.30198988, 4.0, error - archivo incorrecto para Precision
1º, BioID_0038.jpg, OpenCV, 0.36909875, 5.0, error - archivo incorrecto para Precision
1º, BioID_0039.jpg, OpenCV, 0.33554432, 3.0, error - archivo incorrecto para Precision
1º, BioID_0040.jpg, OpenCV, 0.36909875, 35.608986, error - archivo incorrecto para Precision
1º, BioID_0041.jpg, OpenCV, 0.33554432, 5.3851647, error - archivo incorrecto para Precision
1º, BioID_0042.jpg, OpenCV, 0.30198988, 3.6055512, error - archivo incorrecto para Precision
1º, BioID_0043.jpg, OpenCV, 0.36909875, 3.6055512, error - archivo incorrecto para Precision
1º, BioID_0044.jpg, OpenCV, 0.4026532, 4.472136, error - archivo incorrecto para Precision
1º, BioID_0045.jpg, OpenCV, 0.43620762, 5.0990195, error - archivo incorrecto para Precision
1º, BioID_0046.jpg, OpenCV, 0.30198988, 9.055386, error - archivo incorrecto para Precision
1º, BioID_0047.jpg, OpenCV, 0.36909875, 5.3851647, error - archivo incorrecto para Precision
1º, BioID_0048.jpg, OpenCV, 0.33554432, 5.8309517, error - archivo incorrecto para Precision
1º, BioID_0049.jpg, OpenCV, 0.43620762, 4.1231055, error - archivo incorrecto para Precision
1º, BioID_0050.jpg, OpenCV, 0.60397977, 6.0, error - archivo incorrecto para Precision
1º, BioID_0051.jpg, OpenCV, 0.67108864, 5.0, error - archivo incorrecto para Precision
1º, BioID_0052.jpg, OpenCV, 0.43620762, 5.3851647, error - archivo incorrecto para Precision
1º, BioID_0053.jpg, OpenCV, 0.1006633, error - no se encontraron caras en la imagen, error - no se encontraron caras en la imagen
1º, BioID_0054.jpg, OpenCV, 0.1006633, error - no se encontraron caras en la imagen, error - no se encontraron caras en la imagen
1º, BioID_0055.jpg, OpenCV, 0.43620762, 52.009613, error - archivo incorrecto para Precision
1º, BioID_0056.jpg, OpenCV, 0.43620762, 3.6055512, error - archivo incorrecto para Precision
1º, BioID_0057.jpg, OpenCV, 0.43620762, 7.28011, error - archivo incorrecto para Precision
1º, BioID_0058.jpg, OpenCV, 0.43620762, 8.062258, error - archivo incorrecto para Precision
1º, BioID_0059.jpg, OpenCV, 0.1006633, error - no se encontraron caras en la imagen, error - no se encontraron caras en la imagen
1º, BioID_0060.jpg, OpenCV, 0.1006633, error - no se encontraron caras en la imagen, error - no se encontraron caras en la imagen
1º, BioID_0061.jpg, OpenCV, 0.16777216, error - no se encontraron caras en la imagen, error - no se encontraron caras en la imagen
1º, BioID_0062.jpg, OpenCV, 0.46976206, 6.0827627, error - archivo incorrecto para Precision
1º, BioID_0063.jpg, OpenCV, 0.36909875, 3.6055512, error - archivo incorrecto para Precision
1º, BioID_0064.jpg, OpenCV, 0.50331646, 7.28011, error - archivo incorrecto para Precision
1º, BioID_0065.jpg, OpenCV, 0.50331646, 5.0990195, error - archivo incorrecto para Precision
1º, BioID_0066.jpg, OpenCV, 0.43620762, 7.071068, error - archivo incorrecto para Precision
1º, BioID_0067.jpg, OpenCV, 0.4026532, 5.0990195, error - archivo incorrecto para Precision
1º, BioID_0068.jpg, OpenCV, 0.4026532, 6.0827627, error - archivo incorrecto para Precision
1º, BioID_0069.jpg, OpenCV, 0.43620762, 48.83646, error - archivo incorrecto para Precision
1º, BioID_0070.jpg, OpenCV, 0.4026532, 8.0, error - archivo incorrecto para Precision
1º, BioID_0071.jpg, OpenCV, 0.4026532, 7.0, error - archivo incorrecto para Precision
1º, BioID_0072.jpg, OpenCV, 0.1006633, error - no se encontraron caras en la imagen, error - no se encontraron caras en la imagen
1º, BioID_0073.jpg, OpenCV, 0.4026532, 5.0990195, error - archivo incorrecto para Precision
1º, BioID_0074.jpg, OpenCV, 0.60397977, 4.2426405, error - archivo incorrecto para Precision
1º, BioID_0075.jpg, OpenCV, 0.46976206, 6.0827627, error - archivo incorrecto para Precision
1º, BioID_0076.jpg, OpenCV, 0.43620762, 4.472136, error - archivo incorrecto para Precision
1º, BioID_0077.jpg, OpenCV, 0.43620762, 4.1231055, error - archivo incorrecto para Precision
1º, BioID_0078.jpg, OpenCV, 0.46976206, 4.0, error - archivo incorrecto para Precision
1º, BioID_0079.jpg, OpenCV, 0.43620762, 4.1231055, error - archivo incorrecto para Precision
1º, BioID_0080.jpg, OpenCV, 0.43620762, 4.1231055, error - archivo incorrecto para Precision
1º, BioID_0081.jpg, OpenCV, 0.36909875, 5.0, error - archivo incorrecto para Precision
1º, BioID_0082.jpg, OpenCV, 0.43620762, 3.0, error - archivo incorrecto para Precision
1º, BioID_0083.jpg, OpenCV, 0.4026532, 3.1622777, error - archivo incorrecto para Precision
1º, BioID_0084.jpg, OpenCV, 0.4026532, 3.0, error - archivo incorrecto para Precision
1º, BioID_0085.jpg, OpenCV, 0.43620762, 4.0, error - archivo incorrecto para Precision
1º, BioID_0086.jpg, OpenCV, 0.4026532, 5.0, error - archivo incorrecto para Precision
1º, BioID_0087.jpg, OpenCV, 0.36909875, 4.0, error - archivo incorrecto para Precision
1º, BioID_0088.jpg, OpenCV, 0.5368709, 4.0, error - archivo incorrecto para Precision
1º, BioID_0089.jpg, OpenCV, 0.4026532, 4.0, error - archivo incorrecto para Precision
1º, BioID_0090.jpg, OpenCV, 0.30198988, 13.152946, error - archivo incorrecto para Precision
1º, BioID_0091.jpg, OpenCV, 0.26843545, 4.0, error - archivo incorrecto para Precision
1º, BioID_0092.jpg, OpenCV, 0.26843545, 4.0, error - archivo incorrecto para Precision
1º, BioID_0093.jpg, OpenCV, 0.30198988, 5.0, error - archivo incorrecto para Precision
1º, BioID_0094.jpg, OpenCV, 0.46976206, 3.1622777, error - archivo incorrecto para Precision
1º, BioID_0095.jpg, OpenCV, 0.30198988, 4.0, error - archivo incorrecto para Precision
1º, BioID_0096.jpg, OpenCV, 0.30198988, 5.0990195, error - archivo incorrecto para Precision
1º, BioID_0097.jpg, OpenCV, 0.33554432, 5.0, error - archivo incorrecto para Precision
2º, Abdel_Nasser_Assidi_0001.jpg, FaceRect, 4.3956304, error - archivo incorrecto para Hausdorff, 1.0
2º, Abdel_Nasser_Assidi_0002.jpg, FaceRect, 1.0737418, error - archivo incorrecto para Hausdorff, 1.0
2º, Abdoulaye_Wade_0001.jpg, FaceRect, 1.0066329, error - archivo incorrecto para Hausdorff, 1.0
2º, Abdoulaye_Wade_0002.jpg, FaceRect, 0.97307855, error - archivo incorrecto para Hausdorff, 1.0
2º, Abdoulaye_Wade_0003.jpg, FaceRect, 0.8053064, error - archivo incorrecto para Hausdorff, 1.0
2º, Abdoulaye_Wade_0004.jpg, FaceRect, 1.0066329, error - archivo incorrecto para Hausdorff, 1.0
2º, Abdulaziz_Kamilov_0001.jpg, FaceRect, 1.1744051, error - archivo incorrecto para Hausdorff, 1.0
2º, Abdullah_0001.jpg, FaceRect, 0.87241524, error - archivo incorrecto para Hausdorff, 1.0
2º, Abdullah_0002.jpg, FaceRect, 1.0066329, error - archivo incorrecto para Hausdorff, 1.0
2º, Abdullah_0003.jpg, FaceRect, 0.8388608, error - archivo incorrecto para Hausdorff, 1.0
2º, Abdullah_0004.jpg, FaceRect, 1.8790482, error - archivo incorrecto para Hausdorff, 1.0
2º, Abdullah_Ahmad_Badawi_0001.jpg, FaceRect, 1.3086228, error - archivo incorrecto para Hausdorff, 1.0
2º, Abdullah_al-Attiyah_0001.jpg, FaceRect, 1.1072962, error - no se encontraron caras en la imagen, error - no se encontraron caras en la imagen
2º, Abdullah_al-Attiyah_0002.jpg, FaceRect, 1.0737418, error - archivo incorrecto para Hausdorff, 1.0
2º, Abdullah_al-Attiyah_0003.jpg, FaceRect, 1.6441672, error - archivo incorrecto para Hausdorff, 1.0
2º, Abdullah_Gul_0001.jpg, FaceRect, 0.97307855, error - archivo incorrecto para Hausdorff, 1.0
2º, Abdullah_Gul_0002.jpg, FaceRect, 0.9395241, error - archivo incorrecto para Hausdorff, 1.0
2º, Abdullah_Gul_0003.jpg, FaceRect, 1.0737418, error - archivo incorrecto para Hausdorff, 1.0
2º, Abdullah_Gul_0004.jpg, FaceRect, 1.8454938, error - archivo incorrecto para Hausdorff, 1.0
2º, Abdullah_Gul_0005.jpg, FaceRect, 1.5435039, error - archivo incorrecto para Hausdorff, 1.0
2º, Abdullah_Gul_0006.jpg, FaceRect, 1.3421773, error - archivo incorrecto para Hausdorff, 1.0
2º, Abdullah_Gul_0013.jpg, FaceRect, 1.1072962, error - archivo incorrecto para Hausdorff, 1.0
2º, Abdullah_Gul_0014.jpg, FaceRect, 1.0066329, error - archivo incorrecto para Hausdorff, 1.0
2º, Abdullah_Gul_0015.jpg, FaceRect, 1.0066329, error - archivo incorrecto para Hausdorff, 1.0
2º, Abdullah_Gul_0016.jpg, FaceRect, 0.9395241, error - no se encontraron caras en la imagen, error - no se encontraron caras en la imagen
2º, Abdullah_Gul_0017.jpg, FaceRect, 1.0066329, error - archivo incorrecto para Hausdorff, 1.0
2º, Abdullah_Gul_0018.jpg, FaceRect, 1.9126027, error - archivo incorrecto para Hausdorff, 1.0
2º, Abdullah_Gul_0019.jpg, FaceRect, 1.6777216, error - archivo incorrecto para Hausdorff, 1.0
2º, Abdullah_Nasseef_0001.jpg, FaceRect, 1.2750684, error - archivo incorrecto para Hausdorff, 1.0
2º, Abdullatif_Sener_0001.jpg, FaceRect, 1.1744051, error - archivo incorrecto para Hausdorff, 1.0
2º, Abdullatif_Sener_0002.jpg, FaceRect, 1.0737418, error - archivo incorrecto para Hausdorff, 1.0
2º, Abdul_Majeed_Shobokshi_0001.jpg, FaceRect, 1.0401874, error - archivo incorrecto para Hausdorff, 1.0
